emoji,hexcode,cleaned_description,cleaned_llm_description,openmoji_tags
🐆,1f406,leopard large cat yellowishbrown coat blackandgold spot depicted full profile four facing left long tail distinctive pattern,emoji represents leopard majestic agile big cat known distinctive spot strength found various habitat across africa asia,leopard
🐇,1f407,rabbit hoppy mammal long ear depicted white gray brown rabbit full profile facing left pink ear short tail sitting long hind leg four,emoji represents rabbit small furry mammal known long ear strong hind leg playful nature often used symbolize easter spring new beginning,"bunny, pet"
🐈️,1f408,domestic cat beloved pet generally depicted lightorange cat stripe tabby full profile four facing left long tell held upright,emoji represents cat popular domesticated animal known playful curious affectionate nature often kept pet celebrated various culture,pet
🐈‍⬛,1f408-2b1b,black cat shown full profile often tail curling upward,emoji represents black cat domestic cat black fur often associated mystery luck halloween season,"black, cat, unlucky"
🐉,1f409,dragon mythical creature resembling giant reptile found folklore many culture depicted green chinesestyled dragon full profile facing left,emoji represents dragon mythical creature often associated power strength wisdom various culture folklore,fairy tale
🐊,1f40a,crocodile stealthy reptile massive jaw generally depicted lightgreen crocodile four long tail curving toothed jaw facing left,emoji represents crocodile large reptile known powerful jaw sharp teeth presence various ecosystem particularly tropical region,crocodile
🐋,1f40b,whale massive marine mammal generally depicted lightblue whale full profile facing left tail curving towards huge mouth,emoji represents whale majestic marine mammal known size intelligence important role ocean ecosystem,whale
🐌,1f40c,snail slowmoving snaillike mollusk spiraling shell generally depicted brown snail full profile facing left right brown textured shell tentaclelike eye,emoji represents snail slowmoving mollusk known spiral shell slimy trail often used symbolize slowness patience timidity,snail
🐍,1f40d,snake slithering reptile without limb generally depicted yellowishgreen snake facing left long coiled body flicking red forked tongue,emoji represents snake long legless reptile known slithering movement diverse specie symbolism various culture myth,"bearer, ophiuchus, serpent, zodiac"
🐎,1f40e,horse hoofed mammal used riding racing depicted brown horse full profile galloping left dark flowing mane tail,emoji represents horse popular domesticated animal known grace strength use various sport transportation throughout history,"equestrian, racehorse, racing"
🐏,1f40f,ram male sheep large spiraling horn generally depicted full profile four facing left thick white fleece lightbrown horn,emoji represents ram male sheep known strength agility role various culture religious tradition,"aries, male, sheep, zodiac"
🐐,1f410,goat sturdy hoofed animal raised meat milk depicted light brown white multicored goat full profile four facing left scraggly beard upright tail brown yellow horn curving back,emoji represents goat domesticated ruminant animal known versatile us agriculture dairy production symbol strength endurance various culture,"capricorn, zodiac"
🐑,1f411,ewe female sheep raised wool meat milk without spiraling horn ram depicted full profile four facing left thick white fleece black gray white skin,emoji represents ewe female sheep often used symbolize fertility nurturing agricultural sector,"female, sheep"
🐒,1f412,monkey small primate long limb tail climbing tree generally depicted cartoonstyled brown monkey cheeky facial expression shown full profile facing left sitting hind leg long curled tail round ear,emoji represents monkey small primate known agility intelligence social behavior often used express playfulness humor,monkey
🐓,1f413,rooster cock male chicken known cockadoodledo depicted white multicolored rooster standing leg full profile facing left red comb head red wattle neck,emoji represents rooster common farm animal known crowing sound symbolizes start new day often associated dawn vigilance alertness,bird
🐔,1f414,chicken bird used meat egg generally depicted white head chicken hen rooster looking left yellow beak red comb head red wattle neck,emoji represents chicken common domesticated bird known meat egg role agriculture poultry farming,bird
🐕️,1f415,dog faithful beloved pet canine depicted lightbrown dog various breed full profile four facing left long curled tail held upright pointed floppy ear,emoji represents dog popular domesticated animal known loyalty companionship various breed used different purpose hunting herding pet,pet
🐕‍🦺,1f415-1f9ba,service animal displayed safety vest lead differs guide dog animal intended detection seizure hidden disability according proposal apple,emoji represents service dog specially trained dog provides assistance support individual disability often used enhance quality life independence,"accessibility, assistance, dog, service"
🐖,1f416,pig plump animal farmed meat bacon depicted light pink full profile four facing left long snout short curly tail,emoji represents pig domesticated animal known meat called pork role agriculture farming pig intelligent social creature often used symbol abundance prosperity various culture,sow
🐗,1f417,boar hairy wild pig tusk generally depicted face brown boar either facing left looking straight ahead prominent tusk projecting lower jaw,emoji represents boar large sturdy sometimes aggressive wild pig known tusk foraging ability nature,pig
🐘,1f418,elephant largest land animal earth long trunk often tusk generally depicted gray full profile four facing left tusk prominent ear african v,emoji show elephant large powerful animal known intelligence long memory significant role ecosystem wildlife conservation,elephant
🐙,1f419,octopus sea animal eight leg known change color release ink generally depicted pink orange octopus facing forward large round head prominent eye tentaclelike arm raised side,emoji represents octopus highly intelligent versatile marine animal known eight arm unique camouflage ability various role ocean ecosystem,octopus
🐚,1f41a,seashell found beach generally depicted empty spiraling white seashell grown sea snail home hermit crab,emoji represents spiral shell type seashell known intricate spiral pattern often found beach used symbol creativity selfexpression,"shell, spiral"
🐛,1f41b,bug insect generally depicted caterpillar becomes butterfly shown full profile facing left inching back green segmented textured body,emoji represents caterpillar larval stage butterfly moth often used symbolize transformation growth life cycle insect,insect
🐜,1f41c,ant small industrious insect life colony depicted black red ant full profile six leg facing left prominent abdomen antenna,emoji represents ant small insect known hardworking nature ability carry heavy load living complex social colony,insect
🐝,1f41d,honey bee busy flying insect life hive make honey depicted blackandyellow bee clear white wing stinger variously facing left full profile shown,emoji represents honeybee small insect known role pollination producing honey often associated nature sustainability environment,"bee, insect"
🐞,1f41e,ladybug ladybird lady beetle beetle round red shell black spot generally depicted seven ninespotted ladybug shown six leg antenna distinctively redandblack halved shell,emoji represents ladybug small round colorful insect known red spot role controlling pest symbolizing good luck love many culture,"beetle, insect, ladybird, ladybug"
🐟️,1f41f,common fish swim water depicted generic lightblue fish often white underside full profile facing left fin prominent gill cover,emoji represents fish diverse group aquatic animal found various body water often used symbolize life food aquatic environment,"pisces, zodiac"
🐠,1f420,tropical fish swim warm water coral reef kept pet aquarium depicted brightly colored fish full profile facing left slender fin,emoji represents tropical fish often found warm colorful diverse marine ecosystem symbolizing beauty freedom relaxation,"fish, tropical"
🐡,1f421,blowfish puffer puff becomes spiky alarmed depicted orange brown blowfish full profile facing left small fin white underside round spiky body inflated,emoji represents blowfish type fish known unique shape poisonous flesh often used symbolically japanese culture art,fish
🐢,1f422,turtle slowmoving reptile shell depicted lightgreen turtle full profile four facing left long neck green textured shell,emoji represents turtle slowmoving reptile known protective shell long lifespan symbolic association perseverance patience,"terrapin, tortoise"
🐣,1f423,baby chicken chick hatching egg seeing world first time depicted yellow chick orange beak facing forward cracked bottom half white egg generally shown flapping wing cute facial expression,emoji represents hatching chick symbolizing new life growth beginning journey often used express excitement new beginning represent baby animal,"baby, bird, chick, hatching"
🐤,1f424,yellow baby chicken chick variously depicted chick full profile standing leg chick head,emoji represents baby chick young cute bird often associated new beginning springtime easter celebration,"baby, bird, chick"
🐥,1f425,baby chicken chick shown flapping wing depicted yellow chick orange beak full profile standing leg generally wing raised often used affectionate tone,emoji represents frontfacing baby chick often used symbolize new beginning cuteness innocence commonly associated easter springtime,"baby, bird, chick"
🐦️,1f426,generic bird variously depicted blue red bird bluebird cardinal shown standing full profile bird head design show bird facing left,emoji represents bird often used convey freedom flight communication symbolize various bird specie nature,bird
🐦‍🔥,1f426-1f525,phoenix mythical immortal bird flamelike feather found folklore many global culture often used symbolize renewal rebirth,emoji represents phoenix mythical bird known ability reborn ash symbolizing renewal transformation resilience,"fantasy, firebird, rebirth, reincarnation"
🐦‍⬛,1f426-2b1b,bird black feather shown either standing full profile bird head used represent various blackfeathered bird crow raven blackbird,emoji represents black bird often used symbolize freedom mystery darkness associated various bird specie black plumage,"bird, black, crow, raven, rook"
🐧,1f427,penguin flightless bird adapted water ice variously depicted full blackbodied penguin white belly orange bill penguin head,emoji represents penguin flightless bird known distinctive black white feather waddling gait ability survive cold climate often found antarctica southern hemisphere,bird
🐨,1f428,friendly cartoonstyled face koalaa bearlike marsupial known eating eucalyptus sleepinglooking straight ahead depicted gray face round fluffy ear large black nose,emoji represents koala marsupial known cute appearance fluffy ear iconic australian animal often associated nature conservation,"face, marsupial"
🐩,1f429,poodle popular dog breed curly hair often groomed ornamental pattern generally depicted grayishwhite poodle full profile four facing left shaved torso leg face fuller pompomlike hair head ear chest foot tip tail continental clip,emoji represents poodle popular breed dog known hypoallergenic coat intelligence elegant appearance,dog
🐪,1f42a,dromedary camel longnecked mammal one large hump back depicted light yellowish brown full profile four facing left,emoji represents camel hardy adaptable animal known ability travel long distance across desert arid region often used mode transportation symbol endurance resilience,"dromedary, hump"
🐫,1f42b,bactrian camel longnecked mammal two large hump back depicted light yellowish brown sometimes shaggy mane hump full profile four facing left,emoji represents twohump camel large sturdy mammal known ability travel long distance harsh desert environment role trade transportation throughout history,"bactrian, camel, hump"
🐬,1f42c,dolphin sleek marine mammal known social intelligent generally depicted lightblue dolphin white belly full profile facing left short snout curving prominent dorsal fin tail bottlenose dolphin leaping air,emoji represents dolphin highly intelligent social marine mammal known playful acrobatic behavior often used symbolize freedom joy communication,flipper
